,Produit,NumTicket
112575,cheese,25428
112576,pepper,25428
112577,green_bell_pepper,25428
112578,beef,25428
112579,onion,25428
112580,thyme,25428
112581,olive_oil,25429
112582,wheat,25429
112583,yeast,25429
112584,parsley,25429
112585,parmesan_cheese,25429
112586,honey,25429
112587,basil,25429
112588,butter,25430
112589,almond,25430
112590,wheat,25430
112591,orange_juice,25430
112592,nutmeg,25430
112593,cinnamon,25430
112594,lard,25430
112595,olive_oil,25431
112596,pepper,25431
112597,vinegar,25431
112598,pear,25431
112599,cranberry,25431
112600,cider,25431
112601,honey,25431
112602,tomato,25432
112603,vinegar,25432
112604,pepper,25432
112605,mustard,25432
112606,olive_oil,25432
112607,red_wine,25432
112608,lime_juice,25432
112609,lemon_juice,25433
112610,grape,25433
112611,apple,25433
112612,cream,25433
112613,orange_juice,25433
112614,lime_juice,25433
112615,honey,25433
112616,cane_molasses,25434
112617,butter,25434
112618,wheat,25434
112619,apple,25434
112620,vanilla,25434
112621,pear,25434
112622,oat,25434
112623,tomato,25435
112624,olive_oil,25435
112625,pepper,25435
112626,onion,25435
112627,cheese,25435
112628,parsley,25435
112629,vegetable,25435
112630,tomato,25436
112631,vinegar,25436
112632,cane_molasses,25436
112633,lemon_juice,25436
112634,celery_oil,25436
112635,onion,25436
112636,cider,25436
112637,butter,25438
112638,olive_oil,25438
112639,onion,25438
112640,vinegar,25438
112641,black_pepper,25438
112642,bean,25438
112643,bell_pepper,25438
112644,butter,25441
112645,cane_molasses,25441
112646,wheat,25441
112647,vanilla,25441
112648,cocoa,25441
112649,peanut_butter,25441
112650,egg,25441
112651,butter,25442
112652,cane_molasses,25442
112653,coconut,25442
112654,wheat,25442
112655,vanilla,25442
112656,walnut,25442
112657,oat,25442
112658,cane_molasses,25443
112659,butter,25443
112660,coconut,25443
112661,wheat,25443
112662,vanilla,25443
112663,oat,25443
112664,egg,25443
112665,butter,25446
112666,orange_peel,25446
112667,lemon_juice,25446
112668,ham,25446
112669,starch,25446
112670,orange_juice,25446
112671,lemon_peel,25446
112672,tomato,25447
112673,cane_molasses,25447
112674,onion,25447
112675,vinegar,25447
112676,red_wine,25447
112677,fennel,25447
112678,garlic,25447
112679,cane_molasses,25448
112680,coffee,25448
112681,caraway,25448
112682,wheat,25448
112683,yeast,25448
112684,cocoa,25448
112685,seed,25448
112686,vinegar,25449
112687,caraway,25449
112688,wheat,25449
112689,yeast,25449
112690,potato,25449
112691,honey,25449
112692,buttermilk,25449
112693,tomato,25450
112694,vinegar,25450
112695,pepper,25450
112696,mustard,25450
112697,onion,25450
112698,tabasco_pepper,25450
112699,black_pepper,25450
112700,butter,25451
112701,lemon_juice,25451
112702,wheat,25451
112703,starch,25451
112704,lemon_peel,25451
112705,orange_juice,25451
112706,lard,25451
112707,butter,25452
112708,lemon_juice,25452
112709,wheat,25452
112710,egg,25452
112711,nut,25452
112712,lemon_peel,25452
112713,milk,25452
112714,lemon,25455
112715,vanilla,25455
112716,gelatin,25455
112717,pecan,25455
112718,cream_cheese,25455
112719,pineapple,25455
112720,mandarin,25455
112721,onion,25457
112722,asparagus,25457
112723,almond,25457
112724,buttermilk,25457
112725,garlic,25457
112726,vegetable_oil,25457
112727,cheddar_cheese,25457
112728,tomato,25459
112729,pepper,25459
112730,potato,25459
112731,smoked_sausage,25459
112732,garlic,25459
112733,basil,25459
112734,pork_sausage,25459
112735,tomato,25460
112736,smoke,25460
112737,pepper,25460
112738,green_bell_pepper,25460
112739,thyme,25460
112740,onion,25460
112741,cayenne,25460
112742,cane_molasses,25461
112743,vinegar,25461
112744,lemon_juice,25461
112745,onion,25461
112746,parsley,25461
112747,walnut,25461
112748,cream_cheese,25461
112749,vinegar,25462
112750,wheat,25462
112751,onion,25462
112752,black_pepper,25462
112753,red_wine,25462
112754,bacon,25462
112755,carrot,25462
112756,apple,25463
112757,meat,25463
112758,onion,25463
112759,black_pepper,25463
112760,nutmeg,25463
112761,milk,25463
112762,cream,25463
112763,butter,25464
112764,olive_oil,25464
112765,pepper,25464
112766,lemon_juice,25464
112767,mushroom,25464
112768,asparagus,25464
112769,egg_noodle,25464
112770,butter,25465
112771,coffee,25465
112772,wheat,25465
112773,vanilla,25465
112774,cocoa,25465
112775,pecan,25465
112776,egg,25465
112777,crab,25466
112778,mushroom,25466
112779,onion,25466
112780,celery,25466
112781,gelatin,25466
112782,cream_cheese,25466
112783,vegetable_oil,25466
112784,cane_molasses,25469
112785,wheat,25469
112786,yeast,25469
112787,cereal,25469
112788,lard,25469
112789,vegetable_oil,25469
112790,egg,25469
112791,cane_molasses,25470
112792,wheat,25470
112793,vanilla,25470
112794,peanut_butter,25470
112795,lard,25470
112796,egg,25470
112797,milk,25470
112798,butter,25472
112799,olive_oil,25472
112800,pepper,25472
112801,clam,25472
112802,onion,25472
112803,white_wine,25472
112804,garlic,25472
112805,coriander,25473
112806,fenugreek,25473
112807,coconut,25473
112808,pepper,25473
112809,cumin,25473
112810,lentil,25473
112811,turmeric,25473
112812,butter,25474
112813,green_bell_pepper,25474
112814,wheat,25474
112815,mushroom,25474
112816,black_pepper,25474
112817,pimento,25474
112818,chicken,25474
112819,grape,25475
112820,almond,25475
112821,parsley,25475
112822,celery,25475
112823,vegetable_oil,25475
112824,chicken,25475
112825,egg,25475
112826,olive_oil,25476
112827,wheat,25476
112828,mushroom,25476
112829,black_pepper,25476
112830,champagne_wine,25476
112831,chicken,25476
112832,cream,25476
112833,olive_oil,25477
112834,lemon_juice,25477
112835,mustard,25477
112836,mushroom,25477
112837,white_wine,25477
112838,honey,25477
112839,savory,25477
112840,butter,25478
112841,marjoram,25478
112842,onion,25478
112843,egg_noodle,25478
112844,black_pepper,25478
112845,parsley,25478
112846,bay,25478
112847,olive_oil,25480
112848,mushroom,25480
112849,black_pepper,25480
112850,parmesan_cheese,25480
112851,walnut,25480
112852,garlic,25480
112853,blue_cheese,25480
112854,cane_molasses,25481
112855,vinegar,25481
112856,pepper,25481
112857,wheat,25481
112858,onion,25481
112859,yeast,25481
112860,garlic,25481
112861,turkey,25484
112862,butter,25484
112863,pepper,25484
112864,beef,25484
112865,mushroom,25484
112866,parsley,25484
112867,celery,25484
112868,turkey,25485
112869,butter,25485
112870,pepper,25485
112871,lemon_juice,25485
112872,wheat,25485
112873,mushroom,25485
112874,cane_molasses,25485
112875,butter,25486
112876,pepper,25486
112877,green_bell_pepper,25486
112878,wheat,25486
112879,onion,25486
112880,chicken_broth,25486
112881,celery,25486
112882,pepper,25487
112883,meat,25487
112884,onion,25487
112885,macadamia_nut,25487
112886,apricot,25487
112887,lettuce,25487
112888,bean,25487
112889,butter,25488
112890,tomato,25488
112891,green_bell_pepper,25488
112892,onion,25488
112893,thyme,25488
112894,chicken_broth,25488
112895,cayenne,25488
112896,thyme,25489
112897,starch,25489
112898,white_wine,25489
112899,garlic,25489
112900,bell_pepper,25489
112901,sherry,25489
112902,chicken,25489
112903,butter,25491
112904,cane_molasses,25491
112905,wheat,25491
112906,vanilla,25491
112907,almond,25491
112908,cocoa,25491
112909,egg,25491
112910,butter,25492
112911,orange_peel,25492
112912,wheat,25492
112913,vanilla,25492
112914,cocoa,25492
112915,cinnamon,25492
112916,egg,25492
112917,butter,25493
112918,wheat,25493
112919,cherry,25493
112920,vanilla,25493
112921,almond,25493
112922,egg,25493
112923,milk,25493
112924,butter,25494
112925,pepper,25494
112926,green_bell_pepper,25494
112927,wheat,25494
112928,mushroom,25494
112929,chicken,25494
112930,milk,25494
112931,butter,25495
112932,lemon_juice,25495
112933,starch,25495
112934,chicken_broth,25495
112935,garlic,25495
112936,bell_pepper,25495
112937,chicken,25495
112938,butter,25497
112939,cane_molasses,25497
112940,wheat,25497
112941,ginger,25497
112942,cinnamon,25497
112943,orange_peel,25497
112944,lard,25497
112945,tomato,25498
112946,cheese,25498
112947,wheat,25498
112948,onion,25498
112949,cayenne,25498
112950,bacon,25498
112951,egg,25498
112952,cane_molasses,25499
112953,vinegar,25499
112954,onion,25499
112955,tabasco_pepper,25499
112956,soy_sauce,25499
112957,cayenne,25499
112958,garlic,25499
112959,tomato,25500
112960,vinegar,25500
112961,pepper,25500
112962,beef,25500
112963,onion,25500
112964,corn,25500
112965,celery_oil,25500
112966,butter,25502
112967,pepper,25502
112968,wheat,25502
112969,onion,25502
112970,potato,25502
112971,chicken_broth,25502
112972,bell_pepper,25502
112973,butter,25504
112974,tomato,25504
112975,cane_molasses,25504
112976,green_bell_pepper,25504
112977,celery_oil,25504
112978,onion,25504
112979,vinegar,25504
112980,pepper,25505
112981,green_bell_pepper,25505
112982,beef,25505
112983,starch,25505
112984,soy_sauce,25505
112985,ginger,25505
112986,scallion,25505
112987,butter,25507
112988,lemon_juice,25507
112989,wheat,25507
112990,ginger,25507
112991,honey,25507
112992,pecan,25507
112993,cinnamon,25507
112994,butter,25508
112995,cane_molasses,25508
112996,coffee,25508
112997,wheat,25508
112998,vanilla,25508
112999,cocoa,25508
113000,oat,25508
113001,butter,25509
113002,vinegar,25509
113003,lemon_juice,25509
113004,cayenne,25509
113005,bacon,25509
113006,cream,25509
113007,egg,25509
113008,olive_oil,25511
113009,pepper,25511
113010,lemon_juice,25511
113011,thyme,25511
113012,onion,25511
113013,vinegar,25511
113014,lime_juice,25511
113015,butter,25514
113016,wheat,25514
113017,gelatin,25514
113018,vanilla,25514
113019,milk_fat,25514
113020,raspberry,25514
113021,egg,25514
113022,tomato,25516
113023,lemon_juice,25516
113024,lemon,25516
113025,onion,25516
113026,feta_cheese,25516
113027,black_pepper,25516
113028,basil,25516
113029,butter,25518
113030,cane_molasses,25518
113031,coconut,25518
113032,wheat,25518
113033,apple,25518
113034,egg,25518
113035,corn,25518
113036,wheat,25522
113037,yeast,25522
113038,corn,25522
113039,seed,25522
113040,sesame_seed,25522
113041,milk,25522
113042,whole_grain_wheat_flour,25522
113043,butter,25524
113044,lemon_juice,25524
113045,wheat,25524
113046,honey,25524
113047,nutmeg,25524
113048,cinnamon,25524
113049,yogurt,25524
113050,tomato,25525
113051,cheese,25525
113052,onion,25525
113053,beef,25525
113054,potato,25525
113055,black_pepper,25525
113056,corn,25525
113057,tomato,25526
113058,cane_molasses,25526
113059,pepper,25526
113060,beef,25526
113061,onion,25526
113062,vinegar,25526
113063,potato,25526
113064,cheese,25529
113065,green_bell_pepper,25529
113066,onion,25529
113067,beef,25529
113068,pea,25529
113069,macaroni,25529
113070,chicken,25529
113071,cane_molasses,25532
113072,cilantro,25532
113073,sesame_oil,25532
113074,soy_sauce,25532
113075,cayenne,25532
113076,ginger,25532
113077,garlic,25532
113078,tomato,25533
113079,vinegar,25533
113080,pepper,25533
113081,mustard,25533
113082,beef,25533
113083,soy_sauce,25533
113084,red_wine,25533
113085,cane_molasses,25534
113086,pork,25534
113087,mustard,25534
113088,cayenne,25534
113089,black_pepper,25534
113090,honey,25534
113091,horseradish,25534
113092,olive_oil,25540
113093,green_bell_pepper,25540
113094,onion,25540
113095,starch,25540
113096,black_pepper,25540
113097,garlic,25540
113098,chicken,25540
113099,wheat,25541
113100,apple,25541
113101,yeast,25541
113102,cheddar_cheese,25541
113103,egg,25541
113104,milk,25541
113105,pork_sausage,25541
113106,butter,25542
113107,cane_molasses,25542
113108,wheat,25542
113109,vanilla,25542
113110,cocoa,25542
113111,oat,25542
113112,pecan,25542
113113,tomato,25546
113114,olive_oil,25546
113115,cane_molasses,25546
113116,wheat,25546
113117,onion,25546
113118,beef,25546
113119,vinegar,25546
113120,butter,25549
113121,lemon_juice,25549
113122,lemon,25549
113123,mustard,25549
113124,onion,25549
113125,vanilla,25549
113126,almond,25549
113127,butter,25550
113128,cane_molasses,25550
113129,wheat,25550
113130,vanilla,25550
113131,orange_juice,25550
113132,bitter_orange,25550
113133,brandy,25550
113134,butter,25551
113135,cane_molasses,25551
113136,wheat,25551
113137,vanilla,25551
113138,walnut,25551
113139,cinnamon,25551
113140,date,25551
113141,butter,25552
113142,cane_molasses,25552
113143,lemon_juice,25552
113144,lemon,25552
113145,orange_juice,25552
113146,raisin,25552
113147,walnut,25552
113148,coconut,25554
113149,wheat,25554
113150,starch,25554
113151,cocoa,25554
113152,vegetable_oil,25554
113153,egg,25554
113154,milk,25554
113155,butter,25556
113156,cane_molasses,25556
113157,wheat,25556
113158,apple,25556
113159,vanilla,25556
113160,lard,25556
113161,egg,25556
113162,butter,25557
113163,wheat,25557
113164,vanilla,25557
113165,cocoa,25557
113166,buttermilk,25557
113167,egg,25557
113168,milk,25557
113169,butter,25558
113170,coconut,25558
113171,wheat,25558
113172,vanilla,25558
113173,cream_cheese,25558
113174,vegetable_oil,25558
113175,egg,25558
113176,wheat,25561
113177,blueberry,25561
113178,nutmeg,25561
113179,cinnamon,25561
113180,yogurt,25561
113181,vegetable_oil,25561
113182,egg,25561
113183,wheat,25563
113184,yeast,25563
113185,cherry,25563
113186,vanilla,25563
113187,cream_cheese,25563
113188,egg,25563
113189,milk,25563
113190,butter,25565
113191,lemon_juice,25565
113192,wheat,25565
113193,onion,25565
113194,mushroom,25565
113195,black_pepper,25565
113196,cayenne,25565
113197,butter,25567
113198,pepper,25567
113199,ham,25567
113200,onion,25567
113201,scallion,25567
113202,honey,25567
113203,garlic,25567
113204,butter,25571
113205,mint,25571
113206,anise,25571
113207,salmon,25571
113208,honey,25571
113209,seed,25571
113210,lemon_peel,25571
113211,tomato,25573
113212,olive_oil,25573
113213,cane_molasses,25573
113214,kidney_bean,25573
113215,onion,25573
113216,potato,25573
113217,vinegar,25573
113218,butter,25575
113219,cane_molasses,25575
113220,wheat,25575
113221,sour_milk,25575
113222,orange_juice,25575
113223,raisin,25575
113224,ginger,25575
113225,butter,25577
113226,lemon_juice,25577
113227,wheat,25577
113228,vanilla,25577
113229,buttermilk,25577
113230,pecan,25577
113231,lard,25577
113232,cane_molasses,25578
113233,olive_oil,25578
113234,green_bell_pepper,25578
113235,thyme,25578
113236,onion,25578
113237,vinegar,25578
113238,tamarind,25578
113239,vinegar,25580
113240,pepper,25580
113241,wheat,25580
113242,meat,25580
113243,beef,25580
113244,starch,25580
113245,cider,25580
113246,pork,25583
113247,lemon_juice,25583
113248,onion,25583
113249,beef,25583
113250,soy_sauce,25583
113251,honey,25583
113252,garlic,25583
113253,cane_molasses,25584
113254,butter,25584
113255,wheat,25584
113256,apple,25584
113257,nut,25584
113258,cinnamon,25584
113259,egg,25584
113260,tomato,25585
113261,cheese,25585
113262,wheat,25585
113263,onion,25585
113264,yeast,25585
113265,bacon,25585
113266,egg,25585
113267,butter,25587
113268,coconut,25587
113269,wheat,25587
113270,rum,25587
113271,pineapple,25587
113272,egg,25587
113273,cream,25587
113274,turkey,25588
113275,lemon,25588
113276,onion,25588
113277,beef,25588
113278,black_pepper,25588
113279,cayenne,25588
113280,honey,25588
113281,cane_molasses,25589
113282,vinegar,25589
113283,mustard,25589
113284,onion,25589
113285,soy_sauce,25589
113286,scallion,25589
113287,soybean,25589
113288,tomato,25591
113289,pepper,25591
113290,onion,25591
113291,mushroom,25591
113292,garlic,25591
113293,basil,25591
113294,zucchini,25591
113295,cane_molasses,25594
113296,tomato,25594
113297,green_bell_pepper,25594
113298,thyme,25594
113299,onion,25594
113300,black_pepper,25594
113301,bacon,25594
113302,cane_molasses,25596
113303,vinegar,25596
113304,onion,25596
113305,scallion,25596
113306,pistachio,25596
113307,garlic,25596
113308,bell_pepper,25596
113309,olive_oil,25598
113310,mustard,25598
113311,mushroom,25598
113312,vinegar,25598
113313,red_wine,25598
113314,parsley,25598
113315,scallion,25598
113316,cane_molasses,25599
113317,vinegar,25599
113318,onion,25599
113319,roquefort_cheese,25599
113320,buttermilk,25599
113321,garlic,25599
113322,vegetable_oil,25599
113323,vinegar,25601
113324,grape,25601
113325,mustard,25601
113326,cider,25601
113327,carrot,25601
113328,blue_cheese,25601
113329,vegetable_oil,25601
113330,cane_molasses,25602
113331,vinegar,25602
113332,celery_oil,25602
113333,onion,25602
113334,corn,25602
113335,bacon,25602
113336,garlic,25602
113337,coriander,25603
113338,fenugreek,25603
113339,pepper,25603
113340,apple,25603
113341,vinegar,25603
113342,shallot,25603
113343,cumin,25603
113344,tomato,25604
113345,olive_oil,25604
113346,cane_molasses,25604
113347,grape_juice,25604
113348,thyme,25604
113349,shallot,25604
113350,black_pepper,25604
113351,olive_oil,25605
113352,onion,25605
113353,starch,25605
113354,soy_sauce,25605
113355,bell_pepper,25605
113356,vegetable,25605
113357,chicken,25605
113358,clam,25606
113359,cream_cheese,25606
113360,mushroom,25606
113361,potato,25606
113362,black_pepper,25606
113363,corn,25606
113364,squid,25606
113365,vinegar,25607
113366,pepper,25607
113367,green_bell_pepper,25607
113368,mustard,25607
113369,onion,25607
113370,black_pepper,25607
113371,celery,25607
113372,dill,25608
113373,pepper,25608
113374,onion,25608
113375,asparagus,25608
113376,parsley,25608
113377,bean,25608
113378,garlic,25608
113379,butter,25609
113380,tomato,25609
113381,cane_molasses,25609
113382,green_bell_pepper,25609
113383,celery_oil,25609
113384,onion,25609
113385,vinegar,25609
113386,tomato,25610
113387,vinegar,25610
113388,pepper,25610
113389,celery_oil,25610
113390,beef,25610
113391,corn,25610
113392,onion,25610
113393,cane_molasses,25611
113394,vinegar,25611
113395,beef,25611
113396,onion,25611
113397,mushroom,25611
113398,potato,25611
113399,black_pepper,25611
113400,cheese,25612
113401,onion,25612
113402,potato,25612
113403,chicken_broth,25612
113404,bacon,25612
113405,celery,25612
113406,carrot,25612
113407,thyme,25613
113408,sage,25613
113409,black_pepper,25613
113410,parsley,25613
113411,garlic,25613
113412,barley,25613
113413,oregano,25613
113414,butter,25615
113415,potato,25615
113416,corn,25615
113417,scallion,25615
113418,cream_cheese,25615
113419,shrimp,25615
113420,cream,25615
113421,cane_molasses,25616
113422,vinegar,25616
113423,wheat,25616
113424,meat,25616
113425,onion,25616
113426,potato,25616
113427,thyme,25616
113428,butter,25621
113429,tomato,25621
113430,lemon,25621
113431,vinegar,25621
113432,avocado,25621
113433,shrimp,25621
113434,celery,25621
113435,tomato,25622
113436,onion,25622
113437,nut,25622
113438,bacon,25622
113439,lettuce,25622
113440,garlic,25622
113441,vegetable_oil,25622
113442,vinegar,25623
113443,mustard,25623
113444,onion,25623
113445,raisin,25623
113446,white_wine,25623
113447,carrot,25623
113448,bell_pepper,25623
113449,cane_molasses,25624
113450,vinegar,25624
113451,pepper,25624
113452,onion,25624
113453,red_wine,25624
113454,honey,25624
113455,vegetable_oil,25624
113456,gelatin,25625
113457,pistachio,25625
113458,fruit,25625
113459,pineapple,25625
113460,mandarin,25625
113461,banana,25625
113462,cream,25625
113463,vinegar,25626
113464,pepper,25626
113465,mustard,25626
113466,onion,25626
113467,strawberry,25626
113468,red_wine,25626
113469,lettuce,25626
113470,lemon,25627
113471,apple,25627
113472,nectarine,25627
113473,walnut,25627
113474,celery,25627
113475,cranberry,25627
113476,yogurt,25627
113477,turkey,25629
113478,marjoram,25629
113479,wheat,25629
113480,onion,25629
113481,mushroom,25629
113482,yeast,25629
113483,black_pepper,25629
113484,wheat,25630
113485,vanilla,25630
113486,nutmeg,25630
113487,cinnamon,25630
113488,cream_cheese,25630
113489,pumpkin,25630
113490,egg,25630
113491,butter,25633
113492,wheat,25633
113493,nut,25633
113494,anise,25633
113495,ginger,25633
113496,gelatin,25633
113497,nutmeg,25633
113498,butter,25634
113499,marjoram,25634
113500,mushroom,25634
113501,onion,25634
113502,black_pepper,25634
113503,chicken_broth,25634
113504,sage,25634
113505,butter,25635
113506,pepper,25635
113507,wheat,25635
113508,thyme,25635
113509,onion,25635
113510,black_pepper,25635
113511,corn,25635
113512,butter,25636
113513,lemon_juice,25636
113514,wheat,25636
113515,mushroom,25636
113516,onion,25636
113517,sage,25636
113518,parsley,25636
113519,lemon_juice,25638
113520,lemon,25638
113521,vanilla,25638
113522,gelatin,25638
113523,pecan,25638
113524,cranberry,25638
113525,nutmeg,25638
113526,butter,25639
113527,wheat,25639
113528,vanilla,25639
113529,cocoa,25639
113530,gelatin,25639
113531,milk,25639
113532,cream,25639
113533,butter,25640
113534,cane_molasses,25640
113535,wheat,25640
113536,vanilla,25640
113537,ginger,25640
113538,walnut,25640
113539,cocoa,25640
113540,butter,25641
113541,cane_molasses,25641
113542,wheat,25641
113543,yeast,25641
113544,corn,25641
113545,pear,25641
113546,ginger,25641
113547,turkey,25642
113548,cane_molasses,25642
113549,grape_juice,25642
113550,celery_oil,25642
113551,onion,25642
113552,vinegar,25642
113553,corn,25642
113554,cane_molasses,25643
113555,vinegar,25643
113556,onion,25643
113557,cayenne,25643
113558,beer,25643
113559,tamarind,25643
113560,cheddar_cheese,25643
113561,wheat,25644
113562,bacon,25644
113563,bell_pepper,25644
113564,date,25644
113565,vegetable_oil,25644
113566,egg,25644
113567,pork_sausage,25644
113568,tomato,25647
113569,olive_oil,25647
113570,onion,25647
113571,mushroom,25647
113572,vinegar,25647
113573,asparagus,25647
113574,fish,25647
113575,vinegar,25648
113576,mustard,25648
113577,onion,25648
113578,potato,25648
113579,lime_juice,25648
113580,cayenne,25648
113581,celery,25648
113582,olive_oil,25650
113583,mustard,25650
113584,beef,25650
113585,starch,25650
113586,chicken_broth,25650
113587,red_wine,25650
113588,black_pepper,25650
113589,tomato,25651
113590,vinegar,25651
113591,mustard,25651
113592,corn,25651
113593,garlic,25651
113594,vegetable_oil,25651
113595,egg,25651
113596,tomato,25654
113597,mushroom,25654
113598,starch,25654
113599,black_pepper,25654
113600,bean,25654
113601,garlic,25654
113602,bell_pepper,25654
113603,butter,25655
113604,wheat,25655
113605,cherry,25655
113606,vanilla,25655
113607,pecan,25655
113608,egg,25655
113609,milk,25655
113610,butter,25657
113611,cane_molasses,25657
113612,coconut,25657
113613,wheat,25657
113614,vanilla,25657
113615,raisin,25657
113616,walnut,25657
113617,tomato,25659
113618,wheat,25659
113619,onion,25659
113620,beef,25659
113621,cayenne,25659
113622,scallion,25659
113623,carrot,25659
113624,butter,25661
113625,mustard,25661
113626,parsley,25661
113627,horseradish,25661
113628,swiss_cheese,25661
113629,egg,25661
113630,bread,25661
113631,butter,25663
113632,wheat,25663
113633,cherry,25663
113634,vanilla,25663
113635,almond,25663
113636,honey,25663
113637,egg,25663
113638,butter,25664
113639,olive_oil,25664
113640,wheat,25664
113641,cheese,25664
113642,parsley,25664
113643,garlic,25664
113644,basil,25664
113645,cane_molasses,25665
113646,butter,25665
113647,coffee,25665
113648,cocoa,25665
113649,oat,25665
113650,orange_peel,25665
113651,yogurt,25665
113652,wheat,25666
113653,ginger,25666
113654,nutmeg,25666
113655,cinnamon,25666
113656,vegetable_oil,25666
113657,egg,25666
113658,pumpkin,25666
113659,cane_molasses,25667
113660,olive_oil,25667
113661,grape_juice,25667
113662,onion,25667
113663,cherry,25667
113664,parsley,25667
113665,swiss_cheese,25667
113666,butter,25668
113667,onion,25668
113668,cayenne,25668
113669,tabasco_pepper,25668
113670,cumin,25668
113671,scallion,25668
113672,black_pepper,25668
113673,butter,25669
113674,wheat,25669
113675,nut,25669
113676,cayenne,25669
113677,pimento,25669
113678,olive,25669
113679,cheddar_cheese,25669
113680,butter,25670
113681,tomato,25670
113682,beef,25670
113683,onion,25670
113684,vinegar,25670
113685,corn,25670
113686,milk,25670
113687,tomato,25673
113688,pepper,25673
113689,green_bell_pepper,25673
113690,mushroom,25673
113691,beef,25673
113692,starch,25673
113693,soy_sauce,25673
113694,pepper,25674
113695,wheat,25674
113696,mustard,25674
113697,scallion,25674
113698,swiss_cheese,25674
113699,lard,25674
113700,egg,25674
113701,cilantro,25675
113702,beef,25675
113703,onion,25675
113704,cayenne,25675
113705,black_pepper,25675
113706,cumin,25675
113707,garlic,25675
113708,tomato,25676
113709,olive_oil,25676
113710,pepper,25676
113711,vinegar,25676
113712,almond,25676
113713,squash,25676
113714,honey,25676
113715,apple,25678
113716,honey,25678
113717,cinnamon,25678
113718,vegetable_oil,25678
113719,egg,25678
113720,milk,25678
113721,whole_grain_wheat_flour,25678
113722,butter,25679
113723,pepper,25679
113724,wheat,25679
113725,thyme,25679
113726,onion,25679
113727,corn,25679
113728,cayenne,25679
113729,pepper,25680
113730,wheat,25680
113731,tarragon,25680
113732,onion,25680
113733,asparagus,25680
113734,salmon,25680
113735,cream_cheese,25680
113736,tomato,25681
113737,olive_oil,25681
113738,parmesan_cheese,25681
113739,cottage_cheese,25681
113740,mozzarella_cheese,25681
113741,fennel,25681
113742,garlic,25681
113743,cheese,25682
113744,wheat,25682
113745,scallion,25682
113746,cottage_cheese,25682
113747,mozzarella_cheese,25682
113748,cheddar_cheese,25682
113749,egg,25682
113750,butter,25684
113751,dill,25684
113752,lemon,25684
113753,onion,25684
113754,yeast,25684
113755,black_pepper,25684
113756,fish,25684
113757,sesame_oil,25685
113758,beef,25685
113759,starch,25685
113760,black_pepper,25685
113761,onion,25685
113762,garlic,25685
113763,oyster,25685
113764,provolone_cheese,25686
113765,olive_oil,25686
113766,pepper,25686
113767,green_bell_pepper,25686
113768,onion,25686
113769,vinegar,25686
113770,black_pepper,25686
113771,wheat,25687
113772,black_pepper,25687
113773,parmesan_cheese,25687
113774,brandy,25687
113775,vegetable_oil,25687
113776,chicken,25687
113777,egg,25687
113778,tomato,25693
113779,olive_oil,25693
113780,pepper,25693
113781,mustard,25693
113782,onion,25693
113783,vinegar,25693
113784,black_pepper,25693
113785,cane_molasses,25694
113786,lemon_juice,25694
113787,vanilla,25694
113788,milk,25694
113789,cinnamon,25694
113790,banana,25694
113791,cream,25694
113792,cane_molasses,25696
113793,vinegar,25696
113794,pork,25696
113795,onion,25696
113796,black_pepper,25696
113797,honey,25696
113798,tamarind,25696
113799,olive_oil,25697
113800,lemon,25697
113801,onion,25697
113802,vinegar,25697
113803,black_pepper,25697
113804,bell_pepper,25697
113805,chicken,25697
113806,lemon,25698
113807,onion,25698
113808,cayenne,25698
113809,black_pepper,25698
113810,garlic,25698
113811,vegetable_oil,25698
113812,chicken,25698
113813,coriander,25701
113814,fenugreek,25701
113815,pepper,25701
113816,cumin,25701
113817,yogurt,25701
113818,chicken,25701
113819,turmeric,25701
113820,butter,25702
113821,wheat,25702
113822,vanilla,25702
113823,cocoa,25702
113824,gelatin,25702
113825,egg,25702
113826,milk,25702
113827,butter,25703
113828,cane_molasses,25703
113829,pepper,25703
113830,onion,25703
113831,vinegar,25703
113832,parmesan_cheese,25703
113833,bell_pepper,25703
113834,tomato,25708
113835,vinegar,25708
113836,green_bell_pepper,25708
113837,celery_oil,25708
113838,onion,25708
113839,corn,25708
113840,garlic,25708
113841,pork,25709
113842,beef,25709
113843,soy_sauce,25709
113844,pepper,25709
113845,ginger,25709
113846,orange,25709
113847,lime,25709
113848,olive_oil,25710
113849,tarragon,25710
113850,vinegar,25710
113851,red_wine,25710
113852,avocado,25710
113853,walnut,25710
113854,lettuce,25710
113855,vinegar,25712
113856,pepper,25712
113857,mustard,25712
113858,olive_oil,25712
113859,shallot,25712
113860,radish,25712
113861,parsley,25712
113862,lemon,25713
113863,bitter_orange,25713
113864,gelatin,25713
113865,brandy,25713
113866,orange,25713
113867,raspberry,25713
113868,cream,25713
113869,turkey,25714
113870,grape,25714
113871,celery,25714
113872,lettuce,25714
113873,macaroni,25714
113874,vegetable_oil,25714
113875,egg,25714
113876,tomato,25715
113877,olive_oil,25715
113878,pepper,25715
113879,wheat,25715
113880,onion,25715
113881,fenugreek,25715
113882,yeast,25715
113883,cheese,25716
113884,ginger,25716
113885,walnut,25716
113886,chickpea,25716
113887,nutmeg,25716
113888,cinnamon,25716
113889,mandarin,25716
113890,butter,25717
113891,olive_oil,25717
113892,pepper,25717
113893,onion,25717
113894,chicken_broth,25717
113895,parmesan_cheese,25717
113896,rice,25717
113897,olive_oil,25718
113898,pepper,25718
